id_tabela,nome_coluna,chave,cobertura_temporal,valor
microdados_vinculos,bairros_sp,433,(1),Jardim D'abril
microdados_vinculos,bairros_sp,474,(1),Jardim das Esmeraldas
microdados_vinculos,bairros_sp,495,(1),Jardim Fonte do Morumbi
microdados_vinculos,bairros_sp,616,(1),Jardim Lallo
microdados_vinculos,bairros_sp,664,(1),Jardim Macedonia
microdados_vinculos,bairros_sp,692,(1),Jardim Martini
microdados_vinculos,bairros_sp,732,(1),Jardim Nadir
microdados_vinculos,bairros_sp,735,(1),Jardim Namba
microdados_vinculos,bairros_sp,769,(1),Jardim Pouso Alegre
microdados_vinculos,bairros_sp,802,(1),Jardim Piqueroby
microdados_vinculos,bairros_sp,852,(1),Jardim Rosalina
microdados_vinculos,bairros_sp,952,(1),Jardim Saude
microdados_vinculos,bairros_sp,981,(1),Jardim Taquaral
microdados_vinculos,bairros_sp,1098,(1),Parque Leo
microdados_vinculos,bairros_sp,1113,(1),Parque dos Bancarios
microdados_vinculos,bairros_sp,1126,(1),Parque Colonial
microdados_vinculos,bairros_sp,1131,(1),Parque das Paineiras
microdados_vinculos,bairros_sp,1132,(1),Parque Deizy
microdados_vinculos,bairros_sp,1238,(1),Ponte Pequena
microdados_vinculos,bairros_sp,1315,(1),Tambore (Barueri)
microdados_vinculos,bairros_sp,1341,(1),Vila Alabama
microdados_vinculos,bairros_sp,1356,(1),Vila Anastacio
microdados_vinculos,bairros_sp,1359,(1),Vila Andrade
microdados_vinculos,bairros_sp,1367,(1),Vila Aparecida
microdados_vinculos,bairros_sp,1435,(1),Vila Capela
microdados_vinculos,bairros_sp,1443,(1),Vila Carrao
microdados_vinculos,bairros_sp,1500,(1),Vila Eliana
microdados_vinculos,bairros_sp,1508,(1),Vila do Encontro
microdados_vinculos,bairros_sp,1521,(1),Vila Fanton
microdados_vinculos,bairros_sp,1546,(1),Vila Graciosa
microdados_vinculos,bairros_sp,1561,(1),Vila Helena
microdados_vinculos,bairros_sp,1599,(1),Vila Julio
microdados_vinculos,bairros_sp,1603,(1),Vila Lucia Elvira
microdados_vinculos,bairros_sp,1674,(1),Vila Nova Cachoeirinha
microdados_vinculos,bairros_sp,1717,(1),Vila Olinda
microdados_vinculos,bairros_sp,1758,(1),Vila Parque Jabaquara
microdados_vinculos,bairros_sp,-1,(1),Ignorado
microdados_estabelecimentos,bairros_sp,240,(1),Itaim Bibi
microdados_estabelecimentos,bairros_sp,260,(1),Jardim Adhemar de Barros
microdados_estabelecimentos,bairros_sp,323,(1),Jardim Borba Gato
microdados_estabelecimentos,bairros_sp,341,(1),Jardim Bichinhos
microdados_estabelecimentos,bairros_sp,347,(1),Jardim Brasilia
microdados_estabelecimentos,bairros_sp,373,(1),Jardim Capelinha
microdados_estabelecimentos,bairros_sp,380,(1),Jardim Castelo
microdados_estabelecimentos,bairros_sp,388,(1),Jardim Centenario
microdados_estabelecimentos,bairros_sp,395,(1),Jardim Clarice
microdados_estabelecimentos,bairros_sp,400,(1),Jardim Cliper
microdados_estabelecimentos,bairros_sp,509,(1),Jardim das Gracas
microdados_estabelecimentos,bairros_sp,530,(1),Jardim Harmonia
microdados_estabelecimentos,bairros_sp,566,(1),Jardim Irapiranga
microdados_estabelecimentos,bairros_sp,678,(1),Jardim Marciano
microdados_estabelecimentos,bairros_sp,699,(1),Jardim Mikail
microdados_estabelecimentos,bairros_sp,705,(1),Jardim Modelo
microdados_estabelecimentos,bairros_sp,707,(1),Jardim Monjolo
microdados_estabelecimentos,bairros_sp,736,(1),Jardim Nardini
microdados_estabelecimentos,bairros_sp,740,(1),Jardim Nazareth
microdados_estabelecimentos,bairros_sp,852,(1),Jardim Rosalina
microdados_estabelecimentos,bairros_sp,880,(1),Jardim São Domingos
microdados_estabelecimentos,bairros_sp,907,(1),Jardim São Lourenco
microdados_estabelecimentos,bairros_sp,964,(1),Jardim Somara
microdados_estabelecimentos,bairros_sp,982,(1),Jardim Teixeira
microdados_estabelecimentos,bairros_sp,1000,(1),Jardim Uberaba
microdados_estabelecimentos,bairros_sp,1005,(1),Jardim Uniao
microdados_estabelecimentos,bairros_sp,1153,(1),Parque Itaberaba
microdados_estabelecimentos,bairros_sp,1157,(1),Parque Lagoa Rica
microdados_estabelecimentos,bairros_sp,1266,(1),Santa Cecilia
microdados_estabelecimentos,bairros_sp,1274,(1),São Miguel Paulista
microdados_estabelecimentos,bairros_sp,1279,(1),São Salvador
microdados_estabelecimentos,bairros_sp,1464,(1),Vila Comercial
microdados_estabelecimentos,bairros_sp,1471,(1),Vila Cosmopolita
microdados_estabelecimentos,bairros_sp,1494,(1),Vila Domitila
microdados_estabelecimentos,bairros_sp,1515,(1),Vila Ester
microdados_estabelecimentos,bairros_sp,1613,(1),Vila Londrina
microdados_estabelecimentos,bairros_sp,1780,(1),Vila Rodrigues
microdados_estabelecimentos,bairros_sp,1797,(1),Vila Santa Edwiges
microdados_estabelecimentos,bairros_sp,1813,(1),Vila São Pedro
microdados_estabelecimentos,bairros_sp,1870,(1),Vila Virginia
microdados_estabelecimentos,bairros_sp,12092,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10731,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5550,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11231,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11681,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8940,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,7544,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13137,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5754,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2895,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11053,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15610,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,12130,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2178,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9423,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14044,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9458,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,17191,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11797,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,1929,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10286,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2003,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16586,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,12513,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16349,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,1937,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8443,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4987,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3581,(1),Código não encontrado nos dicionários oficiais.
microdados_vinculos,bairros_sp,6,(1),Altos de Vila Prudente
microdados_vinculos,bairros_sp,79,(1),Cidade São Miguel
microdados_vinculos,bairros_sp,108,(1),Chácara Dona Olivia
microdados_vinculos,bairros_sp,197,(1),Conjunto Residencial Salvador Tol
microdados_vinculos,bairros_sp,225,(1),Freguesia do o
microdados_vinculos,bairros_sp,287,(1),Jardim Alviverde
microdados_vinculos,bairros_sp,301,(1),Jardim Apura
microdados_vinculos,bairros_sp,488,(1),Jardim Fim de Semana
microdados_vinculos,bairros_sp,523,(1),Jardim Guiomar
microdados_vinculos,bairros_sp,542,(1),Jardim Iae
microdados_vinculos,bairros_sp,548,(1),Jardim Icarai
microdados_vinculos,bairros_sp,567,(1),Jardim Irene
microdados_vinculos,bairros_sp,574,(1),Jardim Itaoca
microdados_vinculos,bairros_sp,718,(1),Jardim Novo Carrao
microdados_vinculos,bairros_sp,763,(1),Jardim Oriental
microdados_vinculos,bairros_sp,822,(1),Jardim Ponte Rasa
microdados_vinculos,bairros_sp,836,(1),Jardim Recreio
microdados_vinculos,bairros_sp,850,(1),Jardim Romano
microdados_vinculos,bairros_sp,866,(1),Jardim Santo Andre
microdados_vinculos,bairros_sp,988,(1),Jardim Tiete
microdados_vinculos,bairros_sp,1043,(1),Lauzane Paulista
microdados_vinculos,bairros_sp,1304,(1),Sítio Ponderosa
microdados_vinculos,bairros_sp,1575,(1),Vila Indiana
microdados_vinculos,bairros_sp,1726,(1),Vila dos Palmares
microdados_vinculos,bairros_sp,1850,(1),Vila Sulina
microdados_estabelecimentos,bairros_sp,4,(1),Agua Funda
microdados_estabelecimentos,bairros_sp,84,(1),Casa Verde Alta
microdados_estabelecimentos,bairros_sp,93,(1),Caninde
microdados_estabelecimentos,bairros_sp,99,(1),Centro
microdados_estabelecimentos,bairros_sp,126,(1),Chácara Nossa Senhora do Bom Cons
microdados_estabelecimentos,bairros_sp,223,(1),Fazenda Morumbi
microdados_estabelecimentos,bairros_sp,251,(1),Itaquera
microdados_estabelecimentos,bairros_sp,269,(1),Jardim Adelaide
microdados_estabelecimentos,bairros_sp,358,(1),Jardim Capao Redondo
microdados_estabelecimentos,bairros_sp,426,(1),Jardim Dona Deolinda
microdados_estabelecimentos,bairros_sp,427,(1),Jardim Dom Fernando
microdados_estabelecimentos,bairros_sp,435,(1),Jardim Damasceno
microdados_estabelecimentos,bairros_sp,504,(1),Jardim Germania
microdados_estabelecimentos,bairros_sp,652,(1),Jardim Maria Fernandes
microdados_estabelecimentos,bairros_sp,700,(1),Jardim Mimar
microdados_estabelecimentos,bairros_sp,710,(1),Jardim Morumbi
microdados_estabelecimentos,bairros_sp,784,(1),Jardim Paris
microdados_estabelecimentos,bairros_sp,814,(1),Jardim Presidente
microdados_estabelecimentos,bairros_sp,986,(1),Jardim Thealia
microdados_estabelecimentos,bairros_sp,1025,(1),Jardim Virginia
microdados_estabelecimentos,bairros_sp,1052,(1),Mata Fria
microdados_estabelecimentos,bairros_sp,1389,(1),Vila Baby
microdados_estabelecimentos,bairros_sp,1421,(1),Vila Costa Melo
microdados_estabelecimentos,bairros_sp,1533,(1),Vila Frugoli
microdados_estabelecimentos,bairros_sp,1542,(1),Vila Gilda
microdados_estabelecimentos,bairros_sp,1585,(1),Vila Isolina
microdados_estabelecimentos,bairros_sp,1626,(1),Vila Madalena
microdados_estabelecimentos,bairros_sp,1637,(1),Vila Maria
microdados_estabelecimentos,bairros_sp,1659,(1),Vila Miriam
microdados_estabelecimentos,bairros_sp,1849,(1),Vila Suica
microdados_estabelecimentos,bairros_sp,1855,(1),Vila Teresinha
microdados_estabelecimentos,bairros_sp,1945,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10472,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14613,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,17701,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14028,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3620,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16055,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6700,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15580,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,17680,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10960,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,17299,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14184,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3840,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9334,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14257,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9350,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,18856,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8079,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9180,(1),Código não encontrado nos dicionários oficiais.
microdados_vinculos,bairros_sp,8,(1),Americanopolis
microdados_vinculos,bairros_sp,29,(1),Belem
microdados_vinculos,bairros_sp,37,(1),Bosque da Saude
microdados_vinculos,bairros_sp,115,(1),Chácara Inglesa
microdados_vinculos,bairros_sp,240,(1),Itaim Bibi
microdados_vinculos,bairros_sp,282,(1),Jardim Alteza
microdados_vinculos,bairros_sp,296,(1),Jardim Angela
microdados_vinculos,bairros_sp,338,(1),Jardim Belgica
microdados_vinculos,bairros_sp,372,(1),Jardim Capela
microdados_vinculos,bairros_sp,379,(1),Jardim Casablanca
microdados_vinculos,bairros_sp,391,(1),Jardim Chester
microdados_vinculos,bairros_sp,399,(1),Jardim Climax
microdados_vinculos,bairros_sp,425,(1),Jardim Dom Bosco
microdados_vinculos,bairros_sp,466,(1),Jardim Elisio
microdados_vinculos,bairros_sp,559,(1),Jardim Internacional
microdados_vinculos,bairros_sp,733,(1),Jardim Nair
microdados_vinculos,bairros_sp,738,(1),Jardim Natal
microdados_vinculos,bairros_sp,755,(1),Jardim Norma
microdados_vinculos,bairros_sp,777,(1),Jardim Palmares
microdados_vinculos,bairros_sp,823,(1),Jardim Quarto Centenario
microdados_vinculos,bairros_sp,1033,(1),Jardim Wilma Flor
microdados_vinculos,bairros_sp,1037,(1),Jardim Zaira
microdados_vinculos,bairros_sp,1066,(1),Nova Piraju
microdados_vinculos,bairros_sp,1124,(1),Parque Claudia
microdados_vinculos,bairros_sp,1145,(1),Parque Guaianazes
microdados_vinculos,bairros_sp,1157,(1),Parque Lagoa Rica
microdados_vinculos,bairros_sp,1186,(1),Parque Peruche
microdados_vinculos,bairros_sp,1242,(1),Rio Bonito
microdados_vinculos,bairros_sp,1456,(1),Vila Chuca
microdados_vinculos,bairros_sp,1466,(1),Vila Congonhas
microdados_vinculos,bairros_sp,1478,(1),Vila Doutor Eiras
microdados_vinculos,bairros_sp,1499,(1),Vila Elba
microdados_vinculos,bairros_sp,1577,(1),Vila Inglesa
microdados_vinculos,bairros_sp,1582,(1),Vila Irene
microdados_vinculos,bairros_sp,1604,(1),Vila Lar Nacional
microdados_vinculos,bairros_sp,1680,(1),Vila Nova Jaragua
microdados_vinculos,bairros_sp,1683,(1),Vila Nitro Operaria
microdados_vinculos,bairros_sp,1716,(1),Vila Olimpia
microdados_vinculos,bairros_sp,1725,(1),Vila Paiva
microdados_estabelecimentos,bairros_sp,58,(1),Cidade Ipava
microdados_estabelecimentos,bairros_sp,105,(1),Chácara California
microdados_estabelecimentos,bairros_sp,154,(1),Conjunto Habitacional Brigadeiro
microdados_estabelecimentos,bairros_sp,209,(1),Estancia Jaragua
microdados_estabelecimentos,bairros_sp,238,(1),Higienopolis
microdados_estabelecimentos,bairros_sp,362,(1),Jardim Cachoeira
microdados_estabelecimentos,bairros_sp,412,(1),Jardim Copacabana
microdados_estabelecimentos,bairros_sp,418,(1),Jardim Campo Grande
microdados_estabelecimentos,bairros_sp,433,(1),Jardim D'abril
microdados_estabelecimentos,bairros_sp,494,(1),Jardim Fluminense
microdados_estabelecimentos,bairros_sp,524,(1),Jardim Gustavo
microdados_estabelecimentos,bairros_sp,910,(1),Jardim Santa Luisa
microdados_estabelecimentos,bairros_sp,926,(1),Jardim São Ricardo
microdados_estabelecimentos,bairros_sp,949,(1),Jardim Sapopemba
microdados_estabelecimentos,bairros_sp,966,(1),Jardim Soraia
microdados_estabelecimentos,bairros_sp,974,(1),Jardim Tiro ao Pombo
microdados_estabelecimentos,bairros_sp,1121,(1),Parque do Carmo
microdados_estabelecimentos,bairros_sp,1123,(1),Parque Cisper
microdados_estabelecimentos,bairros_sp,1162,(1),Parque Maria Domitila
microdados_estabelecimentos,bairros_sp,1183,(1),Parque Paulistano
microdados_estabelecimentos,bairros_sp,1294,(1),Sítio Cocaia
microdados_estabelecimentos,bairros_sp,1312,(1),Terceira DiviSão de Interlagos
microdados_estabelecimentos,bairros_sp,1321,(1),Uniao da Vila Nova
microdados_estabelecimentos,bairros_sp,1322,(1),Umarizal
microdados_estabelecimentos,bairros_sp,1384,(1),Vila Bancaria Munhoz
microdados_estabelecimentos,bairros_sp,1429,(1),Vila Caju
microdados_estabelecimentos,bairros_sp,1437,(1),Vila Carbone
microdados_estabelecimentos,bairros_sp,1459,(1),Vila Clarice
microdados_estabelecimentos,bairros_sp,1509,(1),Vila Erna
microdados_estabelecimentos,bairros_sp,1510,(1),Vila Ernesto
microdados_estabelecimentos,bairros_sp,1558,(1),Vila Hadad
microdados_estabelecimentos,bairros_sp,1667,(1),Vila Morse
microdados_estabelecimentos,bairros_sp,1698,(1),Vila Nair
microdados_estabelecimentos,bairros_sp,1794,(1),Vila Santa Delfina
microdados_estabelecimentos,bairros_sp,1867,(1),Vila Verde
microdados_estabelecimentos,bairros_sp,1871,(1),Vila Vitoria
microdados_estabelecimentos,bairros_sp,6416,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13080,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,12998,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6343,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16713,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6050,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3778,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8664,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9687,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13811,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8591,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,18899,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11088,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2968,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14338,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9407,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,7757,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2011,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16926,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13935,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,11347,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2283,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5819,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5487,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2607,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8648,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4251,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5118,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8320,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4421,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15768,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4413,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,7110,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13153,(1),Código não encontrado nos dicionários oficiais.
microdados_vinculos,bairros_sp,15,(1),Alto da Riviera
microdados_vinculos,bairros_sp,73,(1),Cidade Nautica
microdados_vinculos,bairros_sp,127,(1),Chácara Nani
microdados_vinculos,bairros_sp,172,(1),Conjunto Habitacional Santa Etelv
microdados_vinculos,bairros_sp,303,(1),Jardim Arco-Iris
microdados_vinculos,bairros_sp,347,(1),Jardim Brasilia
microdados_vinculos,bairros_sp,390,(1),Jardim do Centro
microdados_vinculos,bairros_sp,400,(1),Jardim Cliper
microdados_vinculos,bairros_sp,430,(1),Jardim da Gloria
microdados_vinculos,bairros_sp,447,(1),Jardim Donaria
microdados_vinculos,bairros_sp,455,(1),Jardim Ester Yolanda
microdados_vinculos,bairros_sp,503,(1),Jardim Galli
microdados_vinculos,bairros_sp,577,(1),Jardim Itapolis
microdados_vinculos,bairros_sp,601,(1),Jardim Jurema
microdados_vinculos,bairros_sp,613,(1),Jardim Lageado
microdados_vinculos,bairros_sp,676,(1),Jardim Marcel
microdados_vinculos,bairros_sp,760,(1),Jardim Olympia
microdados_vinculos,bairros_sp,784,(1),Jardim Paris
microdados_vinculos,bairros_sp,790,(1),Jardim Paulo VI
microdados_vinculos,bairros_sp,917,(1),Jardim São Miguel
microdados_vinculos,bairros_sp,926,(1),Jardim São Ricardo
microdados_vinculos,bairros_sp,939,(1),Jardim São Vicente
microdados_vinculos,bairros_sp,990,(1),Jardim Toca
microdados_vinculos,bairros_sp,1104,(1),Parque America
microdados_vinculos,bairros_sp,1172,(1),Parque Muciolo
microdados_vinculos,bairros_sp,1205,(1),Parque Santo Antonio
microdados_vinculos,bairros_sp,1225,(1),Parque Sevilha
microdados_vinculos,bairros_sp,1289,(1),Sítio Barrocada
microdados_vinculos,bairros_sp,1302,(1),Sítio Pinheirinho
microdados_vinculos,bairros_sp,1330,(1),Vila Analia Franco
microdados_vinculos,bairros_sp,1425,(1),Vila Cachoeira
microdados_vinculos,bairros_sp,1459,(1),Vila Clarice
microdados_vinculos,bairros_sp,1513,(1),Vila Espanhola
microdados_vinculos,bairros_sp,1769,(1),Vila Ramos
microdados_vinculos,bairros_sp,1812,(1),Vila São Paulo
microdados_vinculos,bairros_sp,1823,(1),Vila Salete
microdados_estabelecimentos,bairros_sp,25,(1),Balneário São Francisco
microdados_estabelecimentos,bairros_sp,163,(1),Conjunto Habitacional Jardim São
microdados_estabelecimentos,bairros_sp,164,(1),Conjunto Habitacional Marechal Ma
microdados_estabelecimentos,bairros_sp,192,(1),Conjunto Residencial Prestes Maia
microdados_estabelecimentos,bairros_sp,297,(1),Jardim Angelina
microdados_estabelecimentos,bairros_sp,338,(1),Jardim Belgica
microdados_estabelecimentos,bairros_sp,500,(1),Jardim Fraternidade
microdados_estabelecimentos,bairros_sp,501,(1),Jardim Fujihara
microdados_estabelecimentos,bairros_sp,511,(1),Jardim Guacuri
microdados_estabelecimentos,bairros_sp,537,(1),Jardim Herculano
microdados_estabelecimentos,bairros_sp,657,(1),Jardim Marco Paulo
microdados_estabelecimentos,bairros_sp,681,(1),Jardim Marilda
microdados_estabelecimentos,bairros_sp,687,(1),Jardim Marisa
microdados_estabelecimentos,bairros_sp,761,(1),Jardim Ondina
microdados_estabelecimentos,bairros_sp,765,(1),Jardim Orly
microdados_estabelecimentos,bairros_sp,787,(1),Jardim Pauliceia
microdados_estabelecimentos,bairros_sp,797,(1),Jardim Petisco
microdados_estabelecimentos,bairros_sp,808,(1),Jardim Planalto
microdados_estabelecimentos,bairros_sp,876,(1),Jardim Santa Cecilia
microdados_estabelecimentos,bairros_sp,921,(1),Jardim São Paulo
microdados_estabelecimentos,bairros_sp,970,(1),Jardim Sydney
microdados_estabelecimentos,bairros_sp,1066,(1),Nova Piraju
microdados_estabelecimentos,bairros_sp,1105,(1),Parque Anhanguera
microdados_estabelecimentos,bairros_sp,1136,(1),Parque do Engenho
microdados_estabelecimentos,bairros_sp,1320,(1),Usina Piratininga
microdados_estabelecimentos,bairros_sp,1358,(1),Vila dos Andradas
microdados_estabelecimentos,bairros_sp,1380,(1),Vila Bela Alianca
microdados_estabelecimentos,bairros_sp,1424,(1),Vila Curuca Velha
microdados_estabelecimentos,bairros_sp,1473,(1),Vila Cristalia
microdados_estabelecimentos,bairros_sp,1482,(1),Vila Dom Pedro I
microdados_estabelecimentos,bairros_sp,1491,(1),Vila Dionisia
microdados_estabelecimentos,bairros_sp,1532,(1),Vila Friburgo
microdados_estabelecimentos,bairros_sp,1534,(1),Vila Fukuya
microdados_estabelecimentos,bairros_sp,1671,(1),Vila Monte Santo
microdados_estabelecimentos,bairros_sp,1679,(1),Vila Nova Galvao
microdados_estabelecimentos,bairros_sp,1755,(1),Vila Primavera
microdados_estabelecimentos,bairros_sp,1837,(1),Vila Simone
microdados_estabelecimentos,bairros_sp,8540,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5436,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,4510,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8427,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,12645,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,10510,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9555,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,15164,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8966,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,6963,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,7285,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8338,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,8729,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16004,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13820,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2836,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5401,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,5410,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,14834,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16691,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,2593,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,13803,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,3204,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,16217,(1),Código não encontrado nos dicionários oficiais.
microdados_estabelecimentos,bairros_sp,9008,(1),Código não encontrado nos dicionários oficiais.
microdados_vinculos,bairros_sp,62,(1),Cidade Leonor
microdados_vinculos,bairros_sp,117,(1),Chácara Japonesa
